ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
3273,-0.41454286836631576,693.51,-1.1878277437103808,-0.008388007682344774,122.93,35.38,5.48,112.63,11.79,88.96,1.56,2.32,0.72,4.82,Yes,Red,No,1,7,197034.3485,0
5634,-0.9719561523705254,550.0,-1.1878277437103808,-0.008388007682344774,108.1,72.88,4.81,105.65,10.26,85.66,2.24,2.18,10.0,5.55,Yes,White,No,2,17,123963.222,0
4410,-0.44905713513084256,589.27,0.1168185798862071,0.9702128885912258,261.54,13.26,8.42,4.68,12.52,99.13,1.95,7.04,7.79,7.03,No,Green,No,1,0,387208.5521,0
4397,-0.8949876953402124,550.0,-1.1878277437103808,-0.008388007682344774,274.41,4.6,6.99,25.09,26.43,95.17,1.55,5.61,6.2,8.1,No,White,No,1,9,112568.3776,0
4935,-0.8331153381159587,1244.05,-1.1878277437103808,-0.008388007682344774,474.75,23.75,6.48,50.35,10.24,90.92,1.67,3.81,7.93,8.12,Yes,Red,Yes,1,20,58549.71219,0
2049,-1.1199481449352064,1159.37,-0.9052825945028823,-0.9869889039559153,136.99,42.57,8.61,12.0,9.26,99.9,1.25,6.77,6.48,4.9,No,Yellow,No,1,7,149929.4724,0
671,-0.5220157876283112,1434.23,0.22316291931598317,-0.9869889039559153,1098.97,7.96,9.04,61.85,17.43,99.9,1.33,5.21,4.51,5.88,No,White,No,1,7,257906.3357,0
6701,-0.3360677589472733,1493.56,0.9644767814875154,-0.008388007682344774,587.84,64.1,3.94,89.79,14.7,93.37,1.86,3.94,5.84,4.82,Yes,Yellow,No,1,19,283925.4965,0
5678,-0.488203655252978,550.0,-1.1878277437103808,0.9702128885912258,499.04,68.61,7.11,31.79,22.87,86.13,1.49,5.05,10.0,4.47,No,Green,Yes,1,14,227155.8673,0
3937,-0.7845963597078744,806.32,0.27556335770273677,-0.008388007682344774,213.07,15.42,7.84,23.42,29.33,99.9,1.82,4.08,4.56,6.92,Yes,Red,Yes,2,29,195682.1267,1
2485,-0.7766178687077571,747.84,0.265748791726926,-0.9869889039559153,692.21,39.76,3.11,114.59,47.56,82.72,1.42,2.29,5.64,6.58,No,Yellow,Yes,1,14,176854.7575,0
3604,-0.46611025747218576,1343.88,1.0863116387186609,-0.008388007682344774,1154.36,5.55,9.5,41.82,17.39,99.9,1.61,7.63,3.54,6.52,No,White,No,1,15,361421.1863,0
2698,-0.4066238368699976,911.59,-0.6672865714815064,-0.9869889039559153,289.95,15.46,5.42,69.3,2.57,85.69,1.17,3.4,8.86,9.11,No,White,No,2,28,193927.5632,0
1959,-0.6054559474173724,1002.01,-0.2006562501755502,0.9702128885912258,755.42,19.42,6.24,60.79,5.38,95.83,1.99,1.75,5.28,4.98,No,Blue,No,1,11,242087.3562,0
4193,-1.0593810585398764,550.0,-1.1878277437103808,-0.9869889039559153,713.41,41.03,8.82,12.94,11.16,95.58,1.71,2.33,10.0,5.53,No,Yellow,No,1,17,43526.97574,0
5746,-0.3030604775436319,1030.86,-0.8922929324652789,1.9488137848647964,64.67,42.58,10.0,36.79,39.14,87.08,2.11,6.41,7.28,0.93,No,White,Yes,2,22,257113.1606,0
1961,-0.19386345509686354,1334.59,-0.3334583887102874,-0.008388007682344774,494.99,32.99,4.99,67.87,26.08,86.65,1.74,6.08,2.59,3.35,Yes,Blue,No,2,21,292967.7695,0
265,-1.1910306558318593,786.48,1.4247765790609297,-1.9655898002294858,247.96,34.43,7.33,58.07,26.77,99.15,1.26,0.18,5.69,3.67,Yes,Yellow,No,1,9,61155.96443,0
4992,-0.44715943624671795,1069.19,-0.3345828602537276,-0.008388007682344774,397.15,1.27,8.23,26.75,20.25,94.8,2.28,6.08,3.68,6.34,Yes,Green,Yes,1,18,239953.26,0
3555,-0.7354790782838728,1069.43,0.4146576532740474,-0.9869889039559153,624.27,7.39,7.9,54.85,2.94,97.53,1.68,2.91,6.86,5.39,Yes,Blue,No,1,1,225277.9732,0
3149,-1.1819168243446794,550.0,-0.6887042661160483,-1.9655898002294858,571.2,14.35,8.28,56.73,37.18,95.55,2.18,6.42,6.22,5.75,No,Blue,No,1,9,54711.92739,0
1207,-0.32172050619413944,652.06,-0.7994548395790253,-0.9869889039559153,468.82,14.55,7.35,76.46,26.9,97.01,0.99,6.45,4.54,4.49,Yes,Yellow,Yes,1,14,186561.027,0
6301,-0.6165554197306798,1005.09,0.5135184932740663,0.9702128885912258,570.17,35.63,8.9,10.08,19.38,99.9,1.78,4.64,6.5,3.07,No,White,Yes,1,12,204595.6187,0
3843,-1.2932994873429349,550.0,-1.1878277437103808,-0.9869889039559153,111.19,17.01,1.26,26.61,27.84,95.61,2.15,3.17,2.13,5.25,No,Red,Yes,1,18,32747.97897,0
6687,-0.774841145933209,1401.07,-1.0312766361194514,-0.008388007682344774,861.91,6.95,7.3,19.51,13.62,96.16,1.15,5.91,0.82,7.61,No,Blue,Yes,1,24,140428.5889,1
4477,-0.25160372576190176,550.0,1.246085607564021,0.9702128885912258,720.95,35.34,10.0,45.91,10.92,99.9,1.15,8.28,6.1,6.06,No,Yellow,No,1,9,286119.1079,0
3614,-0.8921080915362343,626.39,-1.1878277437103808,0.9702128885912258,304.24,28.35,7.64,41.71,13.39,98.33,2.08,5.32,2.11,3.9,No,Yellow,No,1,24,151235.7966,0
1387,-0.8806139040403199,550.0,1.1832464787701122,-0.008388007682344774,516.81,47.88,6.44,90.79,5.09,88.33,1.35,5.57,8.66,6.41,No,Yellow,No,1,11,161310.6784,0
3256,-0.8672594736980827,657.23,0.055732646577126684,-0.9869889039559153,782.02,17.02,3.5,94.0,27.36,96.85,1.76,1.24,2.52,3.27,Yes,Red,No,1,-3,189534.766,0
5098,-1.332741516923589,550.0,1.8487410136991613,-1.9655898002294858,714.65,32.36,3.52,14.14,17.34,95.25,1.88,5.12,5.66,7.35,Yes,White,No,2,18,36617.13028,0
6691,-1.000055470148365,636.04,-1.1535529245290883,-0.008388007682344774,150.3,20.56,5.68,91.23,17.58,99.9,1.99,5.25,10.0,10.0,Yes,Red,No,1,27,70039.72972,0
3647,-0.23744597478800075,1381.83,-0.1558342022288888,-0.008388007682344774,768.86,6.93,8.27,38.1,2.17,96.32,1.69,7.72,6.65,6.37,No,Red,Yes,1,15,431628.5128,0
702,-0.7761549122137148,1185.85,0.979355088858905,-0.9869889039559153,389.82,49.18,8.07,0.21,10.85,89.4,1.21,7.24,6.62,5.65,No,Red,Yes,1,9,146537.4307,0
5000,-0.8273146341860628,676.56,0.5227699914508321,-1.9655898002294858,552.24,30.05,5.22,12.6,18.77,91.51,2.24,5.0,8.67,8.92,No,Red,No,1,18,88357.67291,0
5987,-0.5781926867616628,901.6,-0.713281493439434,-0.008388007682344774,628.48,25.15,8.26,19.82,15.34,99.9,0.67,6.1,4.74,5.39,No,Red,No,1,19,155406.0548,0
6179,-0.7982121565437783,585.81,-0.11811441196759526,-0.9869889039559153,873.1,59.58,5.41,93.09,0.59,91.52,0.91,2.81,5.71,4.09,No,Yellow,Yes,2,6,134750.1853,0
5853,-0.7273636991007993,941.24,1.074909017621483,-0.008388007682344774,616.89,11.42,10.0,73.0,13.75,97.38,1.73,3.51,2.65,6.24,No,White,No,1,13,154641.3518,1
6992,-1.2608325198564512,667.26,0.0911969320218489,-1.9655898002294858,173.38,39.11,7.45,68.14,19.03,99.15,1.69,3.39,4.67,9.04,Yes,Yellow,Yes,1,18,41238.17882,0
3812,-1.2837833236021128,833.92,-1.1878277437103808,-0.9869889039559153,444.51,5.89,8.18,91.77,15.45,99.41,1.62,4.1,8.5,6.62,No,Red,No,1,7,30074.74031,0
6487,-0.5589266088310063,641.56,0.3537450640653558,-0.008388007682344774,515.97,22.57,7.85,24.86,43.79,99.9,1.31,3.18,5.82,4.37,Yes,Blue,No,1,19,316166.1518,0
6235,-0.5418000521444866,1013.37,1.5750201310729868,-0.008388007682344774,680.55,9.15,9.39,64.02,11.07,90.67,1.51,6.17,6.18,5.23,No,Red,No,1,11,399524.6937,0
1741,-0.3131248786070306,550.0,-1.1878277437103808,-0.9869889039559153,547.36,30.58,4.14,39.77,29.33,97.35,2.48,3.79,7.99,4.21,No,Yellow,No,1,20,281810.354,0
5154,-1.072261604241919,550.0,0.45758484166643654,-0.9869889039559153,447.96,29.21,4.81,48.11,15.24,98.08,1.34,2.4,9.2,3.89,No,Yellow,No,1,15,89371.89663,0
4447,-0.40726323064776887,767.17,-0.26198320578998396,-0.008388007682344774,398.64,34.73,5.52,21.4,6.3,97.08,1.76,6.1,7.38,6.35,No,White,No,1,23,250240.374,1
1131,-1.0408431440977737,550.0,-1.1878277437103808,-0.9869889039559153,603.45,26.64,5.04,54.07,40.13,89.58,1.79,0.57,0.66,6.16,No,Green,Yes,1,16,109311.4591,0
5755,-1.0988819043221247,566.9,0.44468876039298405,-0.008388007682344774,871.89,80.58,6.16,10.08,2.83,91.08,1.77,3.62,3.46,6.33,No,Blue,Yes,1,17,84105.99162,0
4281,-0.3187764622888565,550.0,0.9564076135619066,0.9702128885912258,240.37,44.36,5.44,0.76,30.79,87.81,1.39,2.41,4.4,4.9,No,White,Yes,1,9,298070.1418,0
3070,-0.6411712187759112,799.86,-0.7919959744573408,-0.9869889039559153,405.79,12.91,8.53,79.72,5.26,99.9,1.61,3.39,8.07,5.57,No,Yellow,Yes,1,12,141135.9924,0
5364,-1.1214032245986185,956.85,-1.1878277437103808,-0.9869889039559153,517.38,8.61,6.14,75.24,6.85,97.72,0.81,7.62,9.49,5.41,No,Yellow,No,1,7,117395.2248,0
2620,-1.3455963338671557,550.0,-0.02538042066040871,-0.9869889039559153,62.64,63.69,4.39,63.64,27.59,82.41,1.43,1.73,4.41,4.31,Yes,Red,Yes,1,4,7345.598134,1
5287,-0.8535468712013893,1006.58,-1.1878277437103808,-0.9869889039559153,767.78,12.09,3.26,91.85,58.91,87.91,1.26,5.47,5.28,2.77,Yes,Red,Yes,1,6,152571.5274,0
1430,-0.38000360072044564,958.82,-1.138177220199271,-0.008388007682344774,475.59,48.48,6.32,36.82,6.98,88.73,1.88,4.73,4.79,6.0,No,Yellow,No,1,13,167208.1095,1
5333,-0.3686508005272559,1645.47,-0.6079615796479185,-1.9655898002294858,911.68,22.7,10.0,87.0,16.97,99.9,1.06,7.36,6.53,9.9,No,Yellow,No,2,21,341715.2682,0
5530,-0.8747869552451065,1372.17,-0.8260410207626611,-1.9655898002294858,873.65,25.83,4.37,35.49,9.06,96.34,1.49,3.59,7.09,9.25,Yes,Yellow,No,2,20,169037.4984,1
1443,-0.20335835257204138,550.0,3.010216456392356,0.9702128885912258,519.1,23.41,7.15,55.3,5.52,86.12,0.53,7.09,4.58,6.21,No,White,No,2,24,480559.1,0
2869,-0.5442750661436061,550.0,-0.8724926296581414,-0.9869889039559153,324.23,49.83,3.94,70.19,15.66,96.02,1.76,2.49,4.62,4.95,No,White,No,1,11,371648.4558,0
1370,-1.2317530039740285,550.0,-1.1878277437103808,-0.008388007682344774,628.14,10.55,4.65,59.46,14.52,88.53,1.24,0.62,7.68,4.84,No,Green,No,1,15,28432.10261,0
2507,-0.28967296508583107,991.12,0.5911013142424225,0.9702128885912258,337.75,14.97,6.42,59.7,36.56,84.24,1.16,5.13,4.59,6.24,No,White,Yes,1,18,439363.528,0
3677,-1.1016915220405716,629.97,-1.1878277437103808,-0.008388007682344774,102.9,59.2,5.54,113.3,13.36,98.05,1.12,2.48,2.37,5.21,Yes,White,No,1,16,75361.61746,0
6134,-1.3607235326066192,1688.74,-0.033587812209350636,-0.9869889039559153,108.4,43.37,3.92,48.56,27.05,82.71,2.23,0.63,0.05,3.11,Yes,Green,No,1,18,3553.746834,1
4892,-0.9323411490825063,1152.7,0.5509849419762172,-0.9869889039559153,725.39,49.57,6.19,57.15,35.82,95.51,0.78,5.42,4.26,3.21,No,White,Yes,1,22,231907.9277,0
6122,-0.19953757566608032,1821.56,-0.2771358081607019,-0.008388007682344774,478.89,41.12,8.53,38.08,2.02,93.86,1.49,7.4,9.78,6.92,No,White,No,1,12,373974.9497,0
1076,-1.2969444929094784,550.0,-0.9026843364235937,-0.9869889039559153,12.93,19.18,4.74,33.46,19.83,86.3,1.92,3.95,1.82,4.16,No,Yellow,Yes,1,25,37069.30607,1
4866,-0.605000660603966,782.82,-1.1878277437103808,0.9702128885912258,741.57,18.11,7.25,74.09,18.7,92.02,1.0,5.7,0.79,2.6,Yes,Yellow,No,1,15,215878.5637,0
3117,-1.290659701406591,574.11,-0.38795126400685626,-0.008388007682344774,513.85,38.11,8.99,73.78,27.57,86.02,2.05,4.9,5.47,8.11,No,Green,No,1,19,6834.437849,0
4194,-1.3436962715466698,732.31,-0.551918885741234,-1.9655898002294858,617.27,37.07,7.01,97.95,4.47,98.74,1.07,3.85,5.69,6.14,No,Yellow,Yes,1,15,10130.27321,0
3943,-0.19043062737930427,1158.98,-1.1878277437103808,-0.008388007682344774,126.54,23.96,10.0,84.29,20.01,99.9,1.36,7.03,0.8,2.54,No,Yellow,Yes,1,8,164522.6787,0
5135,-1.0085905440851712,621.08,0.728673690628384,-0.9869889039559153,418.29,42.04,5.17,61.33,32.44,96.56,2.23,4.74,7.02,6.27,No,Blue,No,2,31,98052.37476,0
972,-0.7638408134155031,1122.2,-1.1878277437103808,-0.9869889039559153,207.03,8.49,5.17,28.57,13.84,85.73,0.82,4.11,5.88,7.14,No,White,No,2,28,102190.9602,0
4482,-1.373390916193985,1160.18,-1.125231343271545,-0.9869889039559153,397.18,31.83,5.17,68.72,49.47,93.25,1.68,3.61,2.02,7.4,Yes,Green,No,1,14,14217.99082,0
4024,-0.7910541828552817,1251.57,-0.010030109699554509,-0.9869889039559153,860.35,38.4,9.35,46.6,12.76,90.13,1.58,5.19,9.15,5.04,Yes,White,Yes,1,5,168781.1521,0
2273,-0.8233562904998918,991.61,-0.5408538588124225,-0.008388007682344774,630.77,26.79,6.92,3.28,28.1,96.33,2.02,3.39,7.22,6.31,No,Red,No,1,8,100327.5164,0
4100,-1.0826949091523543,638.03,-1.1878277437103808,-0.008388007682344774,795.57,33.65,8.44,43.74,31.42,94.1,1.91,3.28,4.85,6.63,No,White,Yes,1,7,121966.0905,0
4605,-1.159318101360857,550.0,-0.6589560839833284,-0.008388007682344774,185.79,29.97,8.27,138.4,47.85,92.38,2.45,4.72,6.35,5.39,No,Red,Yes,1,16,101077.8511,0
5650,-0.5682264212498438,550.0,-0.30819011886136116,-0.008388007682344774,210.65,53.64,5.56,58.79,36.66,87.7,1.95,3.91,4.46,3.77,No,Blue,No,1,20,116173.9285,0
6720,-0.6555602328968209,847.12,-0.36953449508071506,-0.9869889039559153,430.48,14.9,7.37,124.71,18.6,88.31,2.33,6.37,3.16,3.12,No,White,No,1,9,95786.87268,1
4461,-0.8448550785919184,1018.92,-1.1878277437103808,-1.9655898002294858,1069.2,60.88,3.63,78.78,39.49,96.42,1.91,3.53,1.49,7.45,No,White,No,2,60,110643.4367,0
935,-1.064508522738312,610.18,-1.1878277437103808,-0.008388007682344774,323.85,39.15,6.47,64.11,48.7,94.75,1.42,3.99,3.41,3.15,Yes,White,Yes,1,8,138455.4232,0
6448,-0.8980596664817957,617.7,-0.8123475769950277,-0.9869889039559153,337.07,51.47,3.81,77.58,22.41,91.94,0.97,4.86,1.67,3.7,No,Green,No,1,21,94243.94994,0
1654,-1.2116929406190668,1000.46,-1.1878277437103808,-0.9869889039559153,354.08,37.13,8.46,18.18,26.4,99.9,0.96,6.77,6.02,4.06,No,White,No,1,2,75254.66871,0
2145,-1.21531994571087,988.32,-0.8634232724990564,-0.008388007682344774,773.65,41.29,7.05,89.12,15.0,99.37,1.39,3.18,5.41,3.36,No,Red,No,1,13,62001.95613,0
1820,-1.3033724244805187,550.7,-0.6052258654052013,0.9702128885912258,382.35,12.08,6.22,12.73,7.55,88.78,1.92,1.29,6.69,8.14,No,Yellow,No,1,17,21940.25647,0
3101,-0.802100209141923,550.0,0.23348928760911478,-0.008388007682344774,321.57,51.56,8.12,110.66,24.62,96.84,0.75,2.71,3.69,4.91,Yes,Green,No,1,8,63898.98939,0
4545,-0.6112053529910072,1213.01,-0.3288486644156848,0.9702128885912258,451.41,33.95,8.01,102.68,7.17,99.9,1.48,5.84,5.93,6.2,No,Green,No,1,13,306063.4177,0
2591,-0.4159300057272885,1360.15,0.9432907925520433,-0.9869889039559153,301.75,26.9,6.57,21.62,11.47,91.24,1.58,5.4,2.8,4.74,Yes,Yellow,No,1,15,328402.3993,0
376,-0.41417830447835735,1010.8,-0.50782071626536,-0.9869889039559153,489.74,5.04,5.97,69.94,18.03,90.33,1.9,5.6,2.8,6.93,Yes,White,No,1,9,202999.5634,0
845,-1.2372937964985782,956.19,-1.1878277437103808,0.9702128885912258,620.13,6.59,7.24,70.15,3.54,95.85,1.29,4.81,2.13,7.92,No,Red,No,1,9,40293.74876,0
1283,-0.5057418187995667,890.36,0.3264360017938459,0.9702128885912258,495.31,48.44,8.65,49.25,8.52,94.99,1.27,5.42,4.64,4.04,No,Yellow,No,1,9,265652.2489,0
6583,-0.9091274038848814,1013.29,-1.1878277437103808,-0.9869889039559153,48.9,38.19,6.09,103.3,17.95,86.94,0.66,2.64,3.42,3.52,No,Red,No,1,13,142606.9605,0
2638,-1.2768470987142457,550.0,-0.1614189061164359,-0.9869889039559153,90.87,26.54,5.32,26.72,10.95,99.26,0.88,4.78,4.77,6.13,Yes,Red,No,1,13,22034.76737,0
6240,-0.22644896133674328,609.19,-0.18536321419093937,-0.008388007682344774,614.34,56.53,7.3,28.21,13.23,99.9,0.77,6.92,4.91,5.23,No,Blue,No,2,7,205016.2211,0
4491,-1.094131814116424,550.0,-0.025331330523311563,-0.008388007682344774,164.88,38.5,5.04,109.05,25.7,95.18,1.33,0.83,5.93,4.81,No,White,No,1,18,113890.5036,0
3835,-1.0053728003975717,550.0,-0.5256325262602367,-0.008388007682344774,683.55,34.79,3.92,67.31,18.35,92.99,1.59,0.86,6.94,4.81,No,Red,Yes,1,12,131603.6608,0
1564,-0.7866479343483976,550.0,-0.4394696589404916,-1.9655898002294858,883.76,53.94,6.33,9.79,3.3,90.46,1.61,1.64,8.03,5.34,Yes,Blue,Yes,1,5,86611.44972,0
3099,-0.6151081402729888,1571.91,-1.1878277437103808,-0.9869889039559153,151.85,17.47,5.02,80.12,8.04,93.43,1.36,4.54,0.68,3.85,Yes,Red,No,2,20,186120.6791,0
1151,-0.9112368657346842,1067.85,-1.1878277437103808,-0.9869889039559153,429.77,19.06,5.16,30.9,5.59,95.51,1.68,6.22,10.0,6.49,No,White,No,1,4,172031.378,0
1596,-0.4004580063291998,1073.95,1.131865699581172,-0.008388007682344774,663.46,36.18,7.35,59.85,15.17,94.52,1.07,6.17,7.08,6.2,No,White,No,1,5,330775.3341,0
2796,-1.267415318109026,550.0,0.032288802151038895,-0.9869889039559153,399.1,17.64,7.23,56.52,17.41,99.9,1.13,4.02,10.0,7.24,No,Green,Yes,1,17,56196.92906,0
6817,-0.2312487136735317,768.35,0.5016672629910539,-0.008388007682344774,740.02,24.76,6.97,31.93,0.9,94.12,0.66,3.1,3.01,7.19,No,Yellow,No,1,11,267242.6338,0
2709,-0.5802924517963456,1335.59,-0.5519289288622288,-0.9869889039559153,566.17,36.23,9.46,5.54,31.97,97.01,1.27,4.66,6.39,3.02,Yes,Yellow,No,2,24,224453.3926,1
305,-0.541806668967166,550.0,-0.4015743723314704,0.9702128885912258,834.41,35.69,4.19,14.31,9.29,99.9,1.42,4.12,4.94,4.69,No,Yellow,No,1,10,243369.611,1
5021,-1.3107856433025706,550.0,-0.40248808636664296,-0.008388007682344774,116.54,38.98,4.77,152.41,34.54,81.76,1.66,0.75,0.02,3.39,No,Green,Yes,2,37,13346.80843,0
5944,-1.2968551678011404,583.35,-1.1878277437103808,-0.9869889039559153,537.69,52.92,6.21,28.93,29.88,97.11,1.56,5.79,7.91,5.42,Yes,Red,No,1,16,28056.36613,0
6248,-0.7733955186833549,764.78,0.8179347043433748,-0.9869889039559153,243.89,55.28,5.93,6.86,15.07,93.93,1.27,4.21,5.89,2.04,No,Red,Yes,1,13,241279.5678,0
4998,-1.046186247723725,550.0,1.9105484811042452,-0.9869889039559153,448.54,46.8,6.62,97.74,18.25,95.62,1.15,5.77,3.86,7.48,No,Green,No,1,7,68378.91895,0
1264,-0.6811290588527807,550.0,0.8589201645835979,-0.9869889039559153,468.29,7.65,6.49,92.63,20.29,91.38,1.21,6.82,5.54,7.85,No,Red,No,1,22,160988.9713,0
726,-1.322497715124275,614.58,-1.1878277437103808,-0.9869889039559153,207.28,37.4,8.37,77.09,10.8,98.25,2.64,6.49,3.97,4.47,No,Blue,No,1,26,6235.488942,0
584,-0.2230762330954665,788.46,-0.48691398089710797,0.9702128885912258,552.26,15.75,7.29,71.52,21.6,96.97,2.35,3.81,7.14,7.8,No,Red,No,2,44,181671.4879,0
555,-1.1500773062587957,550.0,-0.9329911716236227,-0.008388007682344774,715.05,6.03,7.04,36.97,34.52,97.55,1.57,3.1,7.4,6.41,Yes,White,Yes,1,16,54874.10554,0
6737,-0.6972334036740474,1030.28,-1.1878277437103808,0.9702128885912258,530.0,1.22,7.91,35.43,6.55,96.0,1.37,4.38,10.0,10.0,No,Green,No,1,17,232441.8575,1
5393,-0.34923339540908094,1022.56,-0.4329014588598003,-0.008388007682344774,588.03,42.6,9.69,66.28,38.63,96.55,1.18,6.62,6.08,3.62,No,Green,Yes,1,15,296868.324,0
4804,-0.978790277340326,748.56,-1.1878277437103808,0.9702128885912258,861.18,46.92,8.99,52.77,35.37,93.94,1.14,4.81,10.0,7.06,Yes,White,No,2,28,160492.2693,0
6405,-0.7436018734227993,823.43,-1.1403225803461994,-0.008388007682344774,723.64,13.51,8.06,5.04,30.86,96.3,1.3,5.39,8.13,5.61,No,Blue,No,1,12,93361.72987,0
4507,-0.4367552690636892,980.17,-0.3487091461581576,0.9702128885912258,609.2,34.9,4.58,85.98,19.5,85.14,0.65,7.6,7.87,7.09,No,Green,No,1,18,217650.6843,0
1265,-0.824998801521672,550.0,-1.1878277437103808,-0.008388007682344774,266.9,20.45,7.07,15.94,13.91,96.25,1.65,4.67,5.96,5.56,No,White,No,1,17,170968.988,0
3847,-0.8336065306488099,1025.57,0.4294021381054418,-1.9655898002294858,81.44,35.25,7.5,8.32,12.64,92.93,0.53,6.51,8.65,6.57,No,White,Yes,1,8,142722.0924,0
5504,-0.6870332418714122,879.8,-0.8567207028925828,-0.9869889039559153,429.24,44.64,6.96,62.15,11.38,99.9,1.19,4.69,2.59,5.6,No,White,Yes,1,15,104802.2627,0
693,-0.5320953768836231,599.5,-0.19760493563251202,0.9702128885912258,267.64,19.0,6.79,33.63,9.61,97.69,1.52,3.7,7.35,6.52,Yes,Green,No,1,28,135425.4057,1
5694,-1.315290937706908,1021.4,-1.1878277437103808,-0.9869889039559153,493.09,16.5,5.93,16.08,1.45,91.01,2.04,2.88,0.76,4.04,No,Green,No,1,14,26257.32408,0
6934,-0.2707840706878363,834.4,-0.4115054714769505,-0.008388007682344774,424.69,13.5,8.85,11.2,32.79,90.09,1.79,4.01,4.88,5.72,No,White,Yes,1,20,218176.661,0
1100,-1.1380052895388777,992.02,-1.1878277437103808,-0.008388007682344774,703.47,23.18,4.86,50.96,18.7,96.88,2.72,6.05,6.31,5.43,No,White,No,2,6,112762.2769,0
1949,-0.8700552957141718,550.0,-0.1131978223472355,-0.008388007682344774,287.07,75.52,5.88,38.38,27.6,94.73,1.73,2.73,9.49,8.16,No,Green,Yes,1,13,106830.2166,0
1903,-1.187621815428401,550.0,-0.5053035622149198,-0.9869889039559153,385.94,36.21,5.55,22.54,21.49,99.33,1.0,3.09,0.39,0.9,No,White,Yes,1,9,88964.78316,0
3590,-0.36021887204108527,1121.1,0.015897407157524954,0.9702128885912258,437.81,43.68,7.91,22.44,9.42,99.9,2.05,6.36,4.29,6.38,No,Blue,Yes,1,2,234191.1484,0
3399,-1.167797429099345,550.0,-0.37544305759910207,-0.008388007682344774,104.81,63.77,5.72,19.7,5.69,93.49,1.55,3.18,4.86,6.47,Yes,White,No,1,23,40861.62206,0
5553,-1.2903659120822288,702.7,-1.1878277437103808,-0.9869889039559153,575.39,49.19,6.45,67.05,16.64,88.14,2.17,4.12,3.45,1.16,Yes,Red,No,1,17,42864.62269,0
3018,-0.667810833238984,735.91,-1.1878277437103808,-0.008388007682344774,8.39,17.49,2.6,41.07,34.62,93.71,1.44,2.69,1.51,3.88,No,Red,No,1,9,125583.754,0
5439,-0.40672880367832487,550.0,0.7078402870513975,-0.008388007682344774,94.14,39.33,8.63,96.84,30.45,99.9,1.18,8.44,0.79,6.16,No,Blue,No,1,7,231051.7869,0
5827,-0.560981397318777,576.58,-1.140999448485732,-0.008388007682344774,844.2,30.3,3.48,92.49,16.91,93.64,0.86,4.62,8.48,7.99,No,Yellow,Yes,1,20,127580.1433,1
5410,-1.247052048977137,550.0,-0.7442479903489327,0.9702128885912258,641.16,41.81,8.73,93.13,45.79,98.0,1.73,4.0,7.62,7.99,No,Green,No,1,20,110360.0506,0
6024,-0.4060702113919964,550.0,0.3673168743620667,0.9702128885912258,874.96,43.64,7.26,79.61,28.11,91.07,1.32,4.55,3.6,3.83,No,Green,No,1,15,126645.2457,0
2852,-0.22317718026392958,1473.2,2.321022787956705,-0.008388007682344774,323.36,31.79,9.0,54.82,25.87,84.95,2.1,8.31,3.79,5.78,No,White,No,1,11,460532.137,0
2153,-0.25640410475228764,819.25,-0.8703840435441509,0.9702128885912258,433.41,28.49,8.11,9.19,12.34,90.43,2.7,5.75,5.15,5.82,Yes,Red,No,1,10,168930.8184,0
5416,-0.525836351432093,765.54,1.3579359972648304,-0.008388007682344774,65.01,39.42,8.27,44.85,32.29,88.74,1.88,5.43,10.0,9.92,No,Blue,No,1,22,253982.881,0
4416,-1.0940290116271094,550.0,-1.1878277437103808,-0.008388007682344774,419.54,57.21,2.7,67.94,21.2,97.79,1.68,4.58,5.91,8.04,No,White,Yes,1,14,37194.15316,0
4548,-0.6150443334847241,955.53,-0.046190347943379,0.9702128885912258,551.57,40.47,8.2,129.1,15.78,99.9,1.61,4.91,7.27,2.14,No,Red,No,1,10,337922.5119,1
3414,-0.9895580467877273,550.0,0.951060531428918,-0.9869889039559153,95.2,18.75,7.06,29.56,15.8,85.79,1.08,4.48,2.21,5.18,No,Blue,No,1,10,63792.0516,0
5247,-0.46329826699415716,749.78,-0.9630665782920443,-0.008388007682344774,502.64,20.61,5.77,71.09,38.74,83.99,1.38,3.33,1.78,6.94,No,White,No,1,9,133838.7142,1
6753,-1.315752640893756,550.0,-1.174874898750662,-0.008388007682344774,458.54,9.9,9.15,69.79,23.34,95.24,1.76,6.59,1.77,3.97,Yes,Yellow,No,2,31,12739.11552,0
2793,-1.1736913672306877,550.0,-1.1878277437103808,-0.008388007682344774,113.08,18.03,6.88,72.38,28.31,93.63,1.14,3.84,5.14,5.31,Yes,Yellow,Yes,1,22,46733.01365,0
224,-1.1857817347120543,1316.02,-0.8012127490104627,-1.9655898002294858,377.5,30.89,3.96,86.61,7.37,99.9,2.05,2.43,5.07,2.74,No,Green,Yes,1,8,38434.12672,0
1328,-0.8073369201727761,550.0,-0.9851875843118323,-0.008388007682344774,803.59,27.49,7.55,7.29,12.97,95.66,1.25,6.15,9.79,8.18,Yes,Blue,No,1,23,135249.7958,0
